dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description,serving_temperature
Espetada Madeirense,Madeira Beef Skewers||Espetada,Portuguese,Madeira,Main Dish,Skewer,Beef Dish,Non-Veg,Main,Beef,6.7,Mild,1,7,3,2,9,3,6,1,5,3,3,7,1,,"beef cubes, garlic, bay leaf, salt, olive oil, onion, parsley",Espetada madeirense is Madeira’s signature laurel-skewered beef dish grilled over embers.,hot
Farinheira,Flour Sausage,Portuguese,Portuguese,Appetizer,Sausage,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,4,3,1,6,2,4,1,3,3,2,6,3,,"flour, pork fat, paprika, garlic, olive oil, onion, bay leaf, salt, parsley","Farinheira is a soft Portuguese sausage made with flour and pork fat, often grilled or added to dishes.",hot
Febras,Grilled Pork Cutlets,Portuguese,Portuguese,Main Dish,Grilled Meat,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,4,2,10,3,8,1,5,6,3,7,1,,"pork cutlets, garlic, white wine, lemon, olive oil, onion, bay leaf, salt, parsley",Febras are thin grilled or pan-fried pork slices common in Portuguese eateries.,hot
Febras à Portuguesa,Portuguese Pork Slices,Portuguese,Portuguese,Main Dish,Pan-Fried Meat,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,3,1,10,3,8,1,6,6,3,7,1,,"pork, garlic, wine, paprika, olive oil, onion, bay leaf, salt, parsley",Febras à portuguesa are seasoned pork slices cooked quickly in a savory sauce.,hot
Feijoada à Portuguesa,Portuguese Feijoada,Portuguese,Portuguese,Main Dish,Bean Stew,Pork Dish,Non-Veg,Soup,Pork,6.7,Mild,1,6,3,1,9,3,7,2,6,3,3,6,1,,"beans, pork, chouriço, morcela, vegetables, olive oil, onion, garlic, bay leaf, paprika, white wine, tomato",Feijoada à portuguesa is Portugal’s version of bean stew enriched with assorted pork cuts and sausages.,hot
Feijoada à Transmontana,Transmontana Feijoada,Portuguese,Trás-os-Montes,Main Dish,Bean Stew,Pork Dish,Non-Veg,Soup,Pork,6.7,Mild,1,6,3,2,9,3,6,2,6,3,3,6,3,,"beans, pork cuts, sausages, cabbage, olive oil, onion, garlic, bay leaf, paprika, white wine, tomato",Feijoada à transmontana is a robust bean-and-pork stew from Trás-os-Montes.,hot
Filhós,Filhoses,Portuguese,Portuguese,Dessert,Fried Pastry,Egg Dish,Veg,Dessert,Egg,5.9,Low,9,2,1,1,1,1,8,1,5,7,2,6,1,,"flour, eggs, sugar, cinnamon, oil, garlic, onion, bay leaf, salt, parsley","Filhós are Portuguese festive fried dough pastries, especially popular at Christmas.",hot
Francesinha,Porto Francesinha,Portuguese,Porto,Main Dish,Layered Sandwich,Pork Dish,Non-Veg,Main,Pork,7.1,Medium,1,8,3,4,10,5,7,2,6,3,5,6,2,,"bread, steak, ham, sausage, cheese, beer sauce, olive oil, garlic, onion, bay leaf, salt, parsley",Francesinha is Porto’s famous layered sandwich covered with melted cheese and spicy beer sauce.,room_temp
Frango na Púcara,Chicken in Clay Pot,Portuguese,Coimbra,Main Dish,Braised Dish,Chicken Dish,Non-Veg,Main,Chicken,5.3,Mild,1,8,3,1,10,3,5,1,5,3,3,7,3,,"chicken, garlic, wine, sausage, ham, potatoes, olive oil, onion, bay leaf, salt, parsley",Frango na púcara is a Coimbra-area chicken dish braised in a clay pot with wine and cured meats.,hot
Fritada de Cação,Dogfish Fry,Portuguese,Alentejo,Main Dish,Fried Fish,Fish Dish,Pescatarian,Main,Fish,2.7,Mild,1,6,4,1,9,3,7,1,5,6,3,7,2,,"dogfish, garlic, vinegar, flour, olive oil, onion, bay leaf, salt, parsley",This southern fish dish fries marinated pieces of dogfish.,hot
Lagartos de Porco Preto,Black Pork Lagartos,Portuguese,Alentejo,Main Dish,Grilled Meat,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,7,3,2,10,3,6,1,5,3,3,7,1,,"Iberian pork strips, salt, garlic, olive oil, onion, bay leaf, parsley",Lagartos de porco preto are juicy strips of black pork often grilled over charcoal.,hot
Lampreia à Bordalesa,Lamprey in Bordelaise Style,Portuguese,Minho,Main Dish,Seafood Stew,Seafood Dish,Pescatarian,Soup,Seafood,4.8,Low,1,4,3,4,4,1,2,5,2,2,2,6,1,,"lamprey, red wine, onions, garlic, bread, olive oil, bay leaf, paprika, white wine, tomato",Lampreia à bordalesa is a traditional Minho lamprey preparation cooked in a dark wine-based sauce.,hot
Lapas Grelhadas,Grilled Limpets,Portuguese,Madeira,Appetizer,Grilled Seafood,Seafood Dish,Pescatarian,Appetizer,Seafood,6.1,Mild,1,4,4,2,6,2,4,1,3,3,2,6,1,,"limpets, garlic butter, lemon, olive oil, onion, bay leaf, salt, parsley",Lapas grelhadas are a hallmark Madeira appetizer of grilled limpets with garlic butter.,hot
Lapas dos Açores,Azorean Limpets,Portuguese,Azores,Appetizer,Seafood Snack,Seafood Dish,Pescatarian,Appetizer,Seafood,2.2,Mild,1,4,4,1,6,2,4,1,3,3,2,6,1,,"limpets, garlic, butter, lemon, olive oil, onion, bay leaf, salt, parsley",Limpets are also eaten in the Azores in simple grilled preparations.,room_temp
Leite Creme,Portuguese Crème Brûlee,Portuguese,Portuguese,Dessert,Custard,Egg Dish,Veg,Dessert,Egg,3.5,Low,9,2,1,1,1,1,6,2,6,3,2,5,1,,"milk, egg yolks, sugar, flour, cinnamon, olive oil, garlic, onion, bay leaf, salt, parsley",Leite creme is a Portuguese custard dessert with a caramelized sugar top.,room_temp
Leitão da Bairrada,Bairrada Suckling Pig,Portuguese,Bairrada,Main Dish,Roast,Pork Dish,Non-Veg,Main,Pork,7.1,Medium,1,6,3,2,9,5,7,1,5,3,3,7,1,,"suckling pig, garlic, pepper, lard, bay leaf, olive oil, onion, salt, parsley",Leitão da Bairrada is the celebrated roast suckling pig specialty of the Bairrada region.,hot
Linguiça,Portuguese Garlic Sausage,Portuguese,Portuguese,Appetizer,Sausage,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,4,3,1,6,2,4,1,3,3,2,6,3,,"pork, garlic, paprika, wine, olive oil, onion, bay leaf, salt, parsley",Linguiça is a smoked Portuguese pork sausage seasoned with garlic and paprika.,hot
Lombo Assado,Roast Pork Loin,Portuguese,Portuguese,Main Dish,Roast,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,3,2,9,3,6,1,5,3,3,7,1,,"pork loin, garlic, paprika, white wine, olive oil, onion, bay leaf, salt, parsley","Lombo assado is Portuguese roast pork loin, often served sliced with potatoes.",hot
Lulas Recheadas,Stuffed Squid,Portuguese,Setúbal,Main Dish,Stuffed Seafood,Squid Dish,Pescatarian,Main,Squid,5.3,Mild,1,6,3,1,9,3,5,2,6,3,5,7,1,,"squid, rice or breadcrumbs, tomato, onion, olive oil, garlic, bay leaf, salt, parsley",Lulas recheadas are stuffed squid braised in a flavorful sauce.,hot
Malasadas,Portuguese Fried Dough,Portuguese,Azores,Dessert,Fried Dough,Egg Dish,Veg,Dessert,Egg,3.5,Low,9,2,1,1,1,1,7,1,5,6,2,5,1,,"flour, eggs, sugar, yeast, olive oil, garlic, onion, bay leaf, salt, parsley",Malasadas are pillowy Portuguese fried dough pastries strongly associated with the Azores and Madeira.,hot
Maranho,Stuffed Tripe Sausage,Portuguese,Beira Baixa,Appetizer,Stuffed Sausage,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,4,3,1,7,2,4,1,3,3,2,6,4,,"goat tripe, rice, meat, mint, olive oil, garlic, onion, bay leaf, salt, parsley","Maranho is the singular form of maranhos, a stuffed casing specialty from inland Portugal.",hot
Maranhos,Stuffed Goat Tripe Rolls,Portuguese,Beira Baixa,Main Dish,Stuffed Offal,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,3,1,10,3,6,1,5,3,3,7,4,,"goat or sheep tripe, rice, pork, mint, olive oil, garlic, onion, bay leaf, salt, parsley",Maranhos is a Beira Baixa specialty of stuffed tripe parcels filled with rice and meat.,hot
Massa Sovada,Portuguese Sweet Bread,Portuguese,Azores,Bread,Bread,Egg Dish,Veg,Side,Egg,3.5,Low,9,2,1,1,1,1,6,1,5,3,3,5,1,,"flour, eggs, sugar, butter, yeast, olive oil, garlic, onion, bay leaf, salt, parsley",Massa sovada is an Azorean and Portuguese sweet bread often prepared for holidays.,hot
Massada de Marisco,Seafood Pasta Stew,Portuguese,Portuguese,Main Dish,Pasta Stew,Vegetable Dish,Pescatarian,Soup,Vegetables,5.0,Mild,1,6,3,1,10,2,3,2,5,2,2,7,1,,"shellfish, pasta, tomato, garlic, herbs, olive oil, onion, bay leaf, paprika, white wine",Massada de marisco is a Portuguese seafood pasta stew with a soupy texture.,hot
Massada de Peixe,Fish Pasta Stew,Portuguese,Portuguese,Main Dish,Pasta Stew,Fish Dish,Pescatarian,Soup,Fish,5.3,Mild,1,7,3,1,10,3,5,2,6,3,4,8,1,,"fish, pasta, tomato, onion, garlic, olive oil, bay leaf, paprika, white wine",Massada de peixe is a brothy Portuguese fish-and-pasta dish.,hot
Mexilhões à Espanhola,Mussels in Tomato Sauce,Portuguese,Coastal Portuguese,Appetizer,Seafood Dish,Mussels Dish,Pescatarian,Appetizer,Mussels,2.2,Mild,1,4,3,2,6,2,3,2,4,3,2,8,1,,"mussels, tomato, onion, garlic, parsley, olive oil, bay leaf, salt",Mexilhões à espanhola is a common Portuguese mussel preparation in tomato-based sauce.,hot
Migas,Bread Crumbs Mash,Portuguese,Alentejo,Bread,Bread Dish,Pork Dish,Non-Veg,Side,Pork,5.8,Low,1,4,2,4,6,1,6,1,3,3,3,5,1,,"stale bread, garlic, olive oil, broth, onion, bay leaf, salt, parsley","Migas are rustic bread-based preparations from Alentejo, served plain or alongside pork.",hot
Migas com Entrecosto,Migas with Pork Ribs,Portuguese,Alentejo,Bread,Bread Dish,Pork Dish,Non-Veg,Side,Pork,5.9,Low,1,3,2,2,5,1,6,1,3,3,3,5,1,,"bread, pork ribs, garlic, olive oil, onion, bay leaf, salt, parsley",Migas com entrecosto pairs Alentejan bread mash with pork ribs.,hot
Migas de Espargos,Asparagus Migas,Portuguese,Alentejo,Bread,Bread Dish,Wheat Dish,Vegan,Side,Wheat,5.8,Low,1,3,2,3,4,1,5,1,3,3,4,5,1,,"bread, wild asparagus, garlic, olive oil, onion, bay leaf, salt, parsley",Migas de espargos is a seasonal Alentejo bread dish flavored with asparagus.,hot
Migas de Tomate,Tomato Migas,Portuguese,Alentejo,Bread,Bread Dish,Wheat Dish,Vegan,Side,Wheat,5.8,Low,1,3,2,2,5,1,5,2,3,3,4,5,1,,"bread, tomatoes, garlic, olive oil, onion, bay leaf, salt, parsley",Migas de tomate is a southern Portuguese bread dish moistened and flavored with tomatoes.,hot
Moelas,Chicken Gizzards,Portuguese,Portuguese,Appetizer,Braised Dish,Chicken Dish,Non-Veg,Appetizer,Chicken,2.2,Mild,1,4,3,4,7,2,3,2,3,3,2,7,1,,"gizzards, tomato, onion, garlic, beer or wine, olive oil, bay leaf, salt, parsley",Moelas are tender braised chicken gizzards served as a tavern-style appetizer.,hot
Molha de Carne,Azorean Meat Stew,Portuguese,Azores,Main Dish,Stew,Beef Dish,Non-Veg,Soup,Beef,5.3,Mild,1,6,3,1,10,3,6,2,6,3,4,7,1,,"beef, wine, garlic, bread, olive oil, onion, bay leaf, paprika, tomato",Molha de carne is an Azorean braised meat dish often served with bread.,hot
Molho de Vilão,Azorean Sauce,Portuguese,Azores,Side Dish,Sauce,Fish Dish,Non-Veg,Side,Fish,5.2,Mild,1,3,3,1,5,3,3,1,4,3,2,5,2,,"vinegar, garlic, allspice, pepper, olive oil, onion, bay leaf, salt, parsley",Molho de vilão is a classic Azorean table sauce served with fish and meat.,room_temp
Morcela,Blood Sausage,Portuguese,Portuguese,Appetizer,Sausage,Pork Dish,Non-Veg,Appetizer,Pork,5.7,Mild,1,4,3,1,6,2,4,1,3,3,2,5,3,,"pork blood, fat, seasonings, olive oil, garlic, onion, bay leaf, salt, parsley",Morcela is one of Portugal’s classic blood sausages and appears in many regional meals.,hot
Morcela de Arroz,Rice Blood Sausage,Portuguese,Central Portuguese,Appetizer,Sausage,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,4,3,1,6,2,4,1,3,3,2,6,3,,"pork blood, rice, onions, spices, olive oil, garlic, bay leaf, salt, parsley","Morcela de arroz is a Portuguese blood sausage with rice, commonly grilled or used in cooked dishes.",hot
Morcela dos Açores,Azorean Blood Sausage,Portuguese,Azores,Appetizer,Sausage,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,4,3,1,6,2,4,1,3,3,2,5,3,,"pork blood, fat, spices, olive oil, garlic, onion, bay leaf, salt, parsley",Blood sausage is also part of the Azorean charcuterie tradition.,hot
Ovos com Chouriço,Eggs with Chouriço,Portuguese,Portuguese,Main Dish,Egg Dish,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,3,2,9,3,8,1,5,3,3,7,1,,"eggs, chouriço, onion, olive oil, garlic, bay leaf, salt, parsley",Ovos com chouriço is a quick Portuguese meal of eggs scrambled or baked with sausage.,hot
Paio,Cured Pork Loin Sausage,Portuguese,Portuguese,Appetizer,Charcuterie,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,6,3,1,6,2,4,1,3,3,2,6,1,,"pork loin, garlic, paprika, salt, olive oil, onion, bay leaf, parsley",Paio is a cured Portuguese sausage usually sliced for snacks or added to hearty dishes.,hot
Papas de Sarrabulho,Sarrabulho Porridge,Portuguese,Minho,Main Dish,Savory Porridge,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,7,3,1,10,3,7,1,6,3,4,7,1,,"broth, meat drippings, bread or flour, pork, cumin, olive oil, garlic, onion, bay leaf, salt, parsley",Papas de sarrabulho is a rich Minho savory porridge associated with pig-slaughter traditions.,hot
Pastéis de Bacalhau,Bolinhos de Bacalhau||Codfish Cakes,Portuguese,Portuguese,Appetizer,Croquette,Fish Dish,Pescatarian,Appetizer,Fish,7.0,Mild,1,5,3,2,5,2,6,1,6,4,2,7,1,,"salt cod, potatoes, egg, parsley, onion, olive oil, garlic, bay leaf",Pastéis de bacalhau are iconic Portuguese codfish cakes with a creamy interior and crisp crust.,hot
Pataniscas de Bacalhau,Bacalhau Fritters||Pataniscas,Portuguese,Portuguese,Appetizer,Fritter,Fish Dish,Pescatarian,Appetizer,Fish,6.8,Mild,1,5,3,2,5,2,3,1,3,3,2,7,1,,"salt cod, flour, egg, onion, parsley, olive oil, garlic, bay leaf",Pataniscas de bacalhau are savory cod fritters commonly served as snacks or with rice.,hot
Peixinhos da Horta,Garden Little Fishes,Portuguese,Portuguese,Appetizer,Vegetable Fritter,Egg Dish,Veg,Appetizer,Egg,2.2,Mild,1,4,3,1,4,2,5,2,3,7,2,5,1,,"green beans, batter, egg, flour, olive oil, garlic, onion, bay leaf, salt, parsley",Peixinhos da horta are battered fried green beans and are often cited as an ancestor of tempura.,hot
Percebes,Goose Barnacles,Portuguese,Coastal Portuguese,Appetizer,Seafood Snack,Seafood Dish,Pescatarian,Appetizer,Seafood,2.2,Mild,1,5,4,1,6,2,3,1,3,3,2,5,1,,"goose barnacles, salt water, olive oil, garlic, onion, bay leaf, parsley",Percebes are prized barnacles briefly cooked and served to showcase their marine flavor.,room_temp
Pernil Assado,Roast Pork Leg,Portuguese,Portuguese,Main Dish,Roast,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,6,3,2,9,3,6,1,5,3,3,7,1,,"pork leg, garlic, wine, bay leaf, olive oil, onion, salt, parsley",Pernil assado is a festive Portuguese roast pork leg.,hot
Petinga Frita,Fried Small Sardines,Portuguese,Coastal Portuguese,Appetizer,Fried Fish,Fish Dish,Pescatarian,Appetizer,Fish,2.2,Mild,1,4,4,1,6,2,6,1,3,8,2,5,1,,"small sardines, flour, oil, lemon, garlic, onion, bay leaf, salt, parsley",Petinga frita is a crispy snack of tiny fried sardines.,hot
Pica-Pau,Beer-House Beef Bites,Portuguese,Lisbon,Appetizer,Tavern Dish,Beef Dish,Non-Veg,Appetizer,Beef,2.2,Mild,1,5,3,4,6,2,4,1,3,3,3,6,3,,"beef strips, garlic, pickles, mustard, beer, olive oil, onion, bay leaf, salt, parsley",Pica-pau is a tavern favorite of sautéed beef bites served with pickles and bread.,hot
Picado Madeirense,Madeira Diced Meat,Portuguese,Madeira,Main Dish,Skillet Dish,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,6,3,1,10,3,6,5,6,3,3,7,1,,"beef or pork, garlic, fries, wine sauce, olive oil, onion, bay leaf, salt, parsley",Picado is a Madeiran skillet dish of diced meat commonly shared at the table.,hot
Plumas de Porco Preto,Black Pork Plumas,Portuguese,Alentejo,Main Dish,Grilled Meat,Pork Dish,Non-Veg,Main,Pork,5.3,Mild,1,7,3,2,10,3,6,1,5,3,3,7,1,,"Iberian pork, garlic, salt, olive oil, onion, bay leaf, parsley","Plumas de porco preto is another premium Alentejo Iberian pork cut, usually grilled.",hot
Polvo Guisado,Stewed Octopus,Portuguese,Portuguese,Main Dish,Seafood Stew,Squid Dish,Pescatarian,Soup,Squid,5.3,Mild,1,6,3,1,9,3,5,2,6,3,4,8,1,,"octopus, onion, tomato, garlic, wine, olive oil, bay leaf, paprika",Polvo guisado is a home-style Portuguese octopus stew.,hot
Polvo Guisado à Moda dos Açores,Azorean Stewed Octopus,Portuguese,Azores,Main Dish,Seafood Stew,Squid Dish,Pescatarian,Soup,Squid,6.1,Mild,1,6,3,1,8,3,5,2,6,3,4,8,1,,"octopus, wine, onion, garlic, olive oil, bay leaf, paprika, tomato",Stewed octopus is a traditional Azorean festive dish.,hot
Polvo à Galega,Galician-Style Octopus,Portuguese,Northern Portuguese,Main Dish,Seafood Dish,Squid Dish,Pescatarian,Main,Squid,4.0,Low,1,4,3,4,3,1,4,1,2,2,2,4,1,,"octopus, olive oil, paprika, potatoes, garlic, onion, bay leaf, salt, parsley",Polvo à galega reflects Iberian cross-border octopus traditions in northern Portugal.,hot
Polvo à Gomes de Sá,Octopus Gomes de Sá Style,Portuguese,Porto,Main Dish,Baked Seafood,Fish Dish,Pescatarian,Main,Fish,6.5,Mild,1,6,3,2,9,3,7,1,5,3,4,7,1,,"octopus, potatoes, onions, olive oil, eggs, garlic, bay leaf, salt, parsley",Polvo à Gomes de Sá adapts the famous Porto cod style to octopus.,hot
Polvo à Lagareiro,Octopus Lagareiro Style,Portuguese,Beiras,Main Dish,Roasted Seafood,Squid Dish,Pescatarian,Main,Squid,6.5,Mild,1,6,3,2,8,3,7,1,5,4,4,7,1,,"octopus, olive oil, garlic, roasted potatoes, onion, bay leaf, salt, parsley",Polvo à lagareiro is a popular Portuguese dish of roasted octopus with olive oil and crushed potatoes.,hot
Porco Preto Assado,Roast Black Pork,Portuguese,Alentejo,Main Dish,Roast,Pork Dish,Non-Veg,Main,Pork,6.7,Mild,1,6,3,2,9,3,6,1,5,3,3,7,1,,"black pork, garlic, wine, herbs, olive oil, onion, bay leaf, salt, parsley",Porco preto assado showcases the renowned Iberian black pork of Alentejo.,hot
Prego em Prato,Steak with Egg Plate,Portuguese,Portuguese,Main Dish,Steak Dish,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,6,3,3,9,3,8,3,5,6,4,7,1,,"beef steak, garlic, fries, egg, olive oil, onion, bay leaf, salt, parsley","Prego em prato is the plated version of prego, usually with fried egg and potatoes.",hot
Prego no Pão,Beef Steak Sandwich,Portuguese,Lisbon,Main Dish,Meat Sandwich,Beef Dish,Non-Veg,Main,Beef,5.3,Mild,1,6,3,3,10,3,6,3,5,3,5,7,1,,"beef steak, garlic, bread, mustard, olive oil, onion, bay leaf, salt, parsley",Prego no pão is a simple Portuguese steak sandwich often served with mustard.,room_temp
Presunto,Portuguese Cured Ham,Portuguese,Portuguese,Appetizer,Charcuterie,Pork Dish,Non-Veg,Appetizer,Pork,2.2,Mild,1,7,3,1,6,2,4,1,3,3,2,5,3,,"cured pork leg, salt, olive oil, garlic, onion, bay leaf, parsley","Presunto is Portuguese dry-cured ham, often served thinly sliced as an appetizer.",hot
Pão com Chouriço,Chouriço Bread,Portuguese,Portuguese,Snack,Stuffed Bread,Wheat Dish,Vegan,Snack,Wheat,3.5,Low,1,6,3,1,2,1,5,1,5,3,3,5,1,,"bread dough, chouriço, olive oil, garlic, onion, bay leaf, salt, parsley",Pão com chouriço is a portable Portuguese bread baked with chouriço inside.,hot
Pão de Deus,Coconut Sweet Bun,Portuguese,Portuguese,Dessert,Sweet Bun,Egg Dish,Veg,Dessert,Egg,3.5,Low,9,2,1,1,1,1,5,1,5,3,2,5,1,,"sweet dough, coconut, sugar, eggs, cinnamon, butter, flour",Pão de Deus is a soft Portuguese bun topped with sweet coconut.,room_temp
Pão de Ló,Sponge Cake,Portuguese,Portuguese,Dessert,Cake,Egg Dish,Veg,Dessert,Egg,5.9,Low,9,2,1,1,1,1,5,1,5,3,2,5,1,,"eggs, sugar, flour, olive oil, garlic, onion, bay leaf, salt, parsley",Pão de ló is a classic Portuguese sponge cake with many regional textures and styles.,room_temp
Pão de Ló de Margaride,Margaride Sponge Cake,Portuguese,Felgueiras,Dessert,Cake,Egg Dish,Veg,Dessert,Egg,3.5,Low,9,2,1,1,1,1,5,1,5,3,2,5,1,,"eggs, sugar, flour, olive oil, garlic, onion, bay leaf, salt, parsley",This northern regional sponge cake is another notable pão de ló tradition.,room_temp
Pão de Ló de Ovar,Ovar Sponge Cake,Portuguese,Ovar,Dessert,Cake,Egg Dish,Veg,Dessert,Egg,5.9,Low,9,2,1,1,1,1,5,1,5,3,2,5,1,,"eggs, sugar, flour, olive oil, garlic, onion, bay leaf, salt, parsley",Pão de ló de Ovar is a famous moist-centered regional version of Portuguese sponge cake.,room_temp
Queijadas da Graciosa,Graciosa Cheese Pastries,Portuguese,Azores,Dessert,Cheese Pastry,Egg Dish,Veg,Dessert,Egg,5.5,Low,9,3,2,1,2,1,6,1,5,3,2,5,2,,"fresh cheese, sugar, eggs, pastry, olive oil, garlic, onion, bay leaf, salt, parsley",Queijadas da Graciosa are a traditional Azorean sweet from Graciosa island.,room_temp
Queijadas da Vila,Vila Franca Queijadas,Portuguese,Azores,Dessert,Cheese Tart,Egg Dish,Veg,Dessert,Egg,3.5,Low,9,3,2,1,2,1,6,1,5,3,2,5,2,,"fresh cheese, eggs, sugar, pastry, olive oil, garlic, onion, bay leaf, salt, parsley",Queijadas da Vila are an Azorean sweet specialty from São Miguel.,room_temp
Rabanadas,Portuguese French Toast,Portuguese,Portuguese,Bread,Bread,Egg Dish,Veg,Side,Egg,3.5,Low,9,2,1,1,1,1,7,2,5,6,3,6,1,,"bread, milk or wine, eggs, sugar, cinnamon, olive oil, garlic, onion, bay leaf, salt, parsley",Rabanadas are Portuguese holiday slices of fried or baked sweetened bread.,hot
Raia Alhada,Skate with Garlic Sauce,Portuguese,Alentejo,Main Dish,Fish Dish,Fish Dish,Pescatarian,Main,Fish,6.1,Mild,1,6,4,2,9,3,7,1,5,3,3,7,2,,"skate, garlic, vinegar, olive oil, onion, bay leaf, salt, parsley",Raia alhada is a traditional southern Portuguese skate dish with pungent garlic dressing.,hot
Raia Frita,Fried Skate,Portuguese,Coastal Portuguese,Main Dish,Fried Fish,Fish Dish,Pescatarian,Main,Fish,5.3,Mild,1,6,4,1,9,3,8,1,5,6,3,6,1,,"skate, flour, oil, lemon, garlic, onion, bay leaf, salt, parsley",Raia frita is a simple fried skate dish served in coastal Portugal.,hot
