dish_name,alternate_alias,cuisine_name,region,category,sub_category,main_ingredient_category,dietary_type,course,primary_protein,dish_importance_score,spice_level,sweet_score,salt_score,sour_score,bitter_score,umami_score,spicy_score,rich_fat_score,astringency_score,viscosity_score,crunchy_score,chewy_score,aromatic_score,funk_score,rating,ingredients,description
Paradajz čorba,Tomato soup,Serbian,Nationwide,Soup,Vegetable Soup,Vegetables Dish,Vegan,Soup,Vegetables,5.0,Mild,1,6,2,1,8,2,3,2,4,1,1,6,1,,"tomatoes, onions, broth, flour or roux, herbs, garlic, paprika, salt, oil, black pepper","Paradajz čorba is a Serbian tomato soup with a smooth, lightly tangy profile, commonly served at lunch."
Pastrma,Serbian pastrma,Serbian,Nationwide,Main Dish,Cured Meat,Beef Dish,Non-Veg,Main,Mixed,6.5,Mild,1,7,2,1,10,3,6,1,4,2,3,6,3,,"cured meat, salt, smoke, spices, onion, garlic, paprika, oil, black pepper","Pastrma is a Serbian cured meat product made by salting, drying, and often smoking meat."
Pasulj,Serbian bean soup||Bean stew,Serbian,Nationwide,Main Dish,Bean Stew,Beans Dish,Non-Veg,Soup,Beans,7.5,Mild,1,6,2,2,7,3,4,2,5,1,1,6,1,,"beans, onions, carrots, smoked meat, paprika, garlic, tomato, oil, bay leaf",Pasulj is a Serbian bean stew or soup usually prepared with beans and smoked meat. It is a common cold-weather comfort dish.
Pavlaka,Serbian sour cream,Serbian,Nationwide,Side Dish,Cultured Dairy,Milk Dish,Veg,Side,Milk,5.5,Low,1,3,3,1,3,1,6,1,4,2,2,4,1,,"cultured cream, salt, onion, garlic, paprika, oil, black pepper","Pavlaka is Serbian sour cream, commonly served with pastries, grilled foods, and home-style meals."
Pazarski ćevapi,Novi Pazar ćevapi,Serbian,Novi Pazar / Sandžak,Main Dish,Grill,Beef Dish,Non-Veg,Main,Beef,8.2,Hot,1,6,2,2,10,7,6,1,4,2,3,7,1,,"beef, optional lamb, onions, hot pepper, garlic, paprika, salt, oil, black pepper","Pazarski ćevapi are the Novi Pazar style of Serbian ćevapi, typically larger and often served simply with onions and hot pepper."
Perece,Serbian pretzels||Pretzel rings,Serbian,Nationwide,Snack,Bakery Snack,Wheat Dish,Vegan,Snack,Wheat,5.0,Low,1,4,1,1,3,1,4,1,3,4,4,5,1,,"wheat flour, yeast, water, salt, onion, garlic, paprika, oil, black pepper",Perece are Serbian pretzel-style baked snacks sold in bakeries throughout the country. They are typically salted and eaten fresh.
Petrovačka kobasica,Petrovac sausage,Serbian,Bački Petrovac / Vojvodina,Main Dish,Sausage,Pork Dish,Non-Veg,Main,Pork,6.5,Medium,1,6,2,1,9,5,6,1,4,2,3,6,3,,"pork, paprika, garlic, spices, onion, salt, oil, black pepper",Petrovačka kobasica is a dry spicy sausage from Bački Petrovac and the Vojvodina region.
Pečenica,Cured pork tenderloin,Serbian,Nationwide,Main Dish,Cured Meat,Pork Dish,Non-Veg,Appetizer,Pork,6.5,Mild,1,7,2,1,9,3,6,1,4,2,3,6,3,,"pork loin, salt, smoke, onion, garlic, paprika, oil, black pepper",Pečenica is a Serbian cured pork tenderloin product served thinly sliced as part of meze or festive platters.
Pečenje,Roast lamb||Roast pig,Serbian,Nationwide,Main Dish,Roast,Lamb Dish,Non-Veg,Main,Lamb,7.8,Mild,1,6,2,2,10,3,6,1,5,4,3,6,1,,"whole pig or lamb, salt, onion, garlic, paprika, oil, black pepper","Pečenje is the Serbian tradition of spit-roasted lamb or pig, served at celebrations, holidays, and large family gatherings."
Pinđur,Pindjur||Pinjur,Serbian,Nationwide,Sauce/Condiment,Vegetable Relish,Vegetables Dish,Vegan,Side,Vegetables,5.5,Mild,1,3,2,3,4,4,3,2,2,3,2,6,1,,"red peppers, tomatoes, garlic, eggplant, oil, onion, paprika, salt, black pepper",Pinđur is a Serbian relish similar to ajvar but often chunkier and more likely to include tomatoes and eggplant.
Pirotski kačkavalj,Pirot kashkaval||Pirot hard cheese,Serbian,Pirot / Stara Planina,Side Dish,Cheese,Cheese Dish,Veg,Side,Cheese,6.8,Low,1,4,1,1,5,1,5,1,3,2,2,5,2,,"sheep's milk or mixed milk, rennet, salt, onion, garlic, paprika, oil, black pepper","Pirotski kačkavalj is the protected hard cheese of the Pirot region, traditionally made from sheep's milk and associated with Stara Planina pastoral culture."
Pita s jabukama,Apple pie,Serbian,Nationwide,Bread,Sweet Pie,Fruit Dish,Vegan,Side,Fruit,6.0,Low,10,2,2,1,1,1,4,2,5,2,3,6,1,,"phyllo dough, apples, sugar, cinnamon, flour, eggs, walnut, vanilla","Pita s jabukama is a Serbian sweet pie made with apples, usually lightly spiced and baked in phyllo."
Pita s mesom,Meat pie,Serbian,Nationwide,Main Dish,Savory Pie,Meat Dish,Non-Veg,Main,Meat,6.5,Low,1,5,1,1,6,1,6,1,5,2,3,6,1,,"phyllo dough, minced meat, onions, oil, garlic, paprika, salt, black pepper",Pita s mesom is a Serbian meat pie made with layers of dough and minced meat filling.
Pita s pečurkama,Mushroom pie,Serbian,Nationwide,Main Dish,Savory Pie,Vegetables Dish,Vegan,Main,Vegetables,5.5,Low,1,5,1,1,5,1,5,1,5,2,3,6,1,,"phyllo dough, mushrooms, onions, oil, garlic, paprika, salt, black pepper",Pita s pečurkama is a savory Serbian mushroom pie baked in thin pastry layers.
Pita sa višnjama,Cherry pie,Serbian,Nationwide,Main Dish,Sweet Pie,Wheat Dish,Vegan,Main,Wheat,6.0,Low,10,2,3,1,1,1,4,2,5,3,3,6,1,,"phyllo dough, sour cherries, sugar, flour, eggs, walnut, vanilla",Pita sa višnjama is a sweet Serbian pie filled with sour cherries and baked until crisp.
Piškoti,Ladyfingers,Serbian,Nationwide,Snack,Cookie,Egg Dish,Veg,Snack,Egg,4.5,Low,8,2,2,1,1,1,4,1,4,2,2,5,1,,"eggs, sugar, flour, onion, garlic, paprika, salt, oil, black pepper",Piškoti are light sponge biscuits used as a snack or in layered desserts.
Plazma torta,Plasma cake||Ground biscuit cake,Serbian,Nationwide,Dessert,Cake,Milk Dish,Veg,Dessert,Milk,6.5,Low,8,2,2,1,1,1,7,1,6,2,2,5,1,,"ground Plazma biscuits, butter, cream, sugar, onion, garlic, paprika, salt, oil, black pepper",Plazma torta is a popular Serbian no-bake or lightly set cake built around ground Plazma biscuits.
Pletenica,Braided bread||Braided loaf,Serbian,Nationwide,Bread,Braided Bread,Wheat Dish,Veg,Side,Wheat,4.8,Low,1,4,1,1,3,1,4,1,3,3,4,5,1,,"wheat flour, yeast, milk, eggs, salt, onion, garlic, paprika, oil, black pepper",Pletenica is a braided Serbian bread loaf made from enriched dough. It is commonly served during family meals and holidays.
Pljeskavica,Serbian burger patty,Serbian,Nationwide,Main Dish,Grill,Beef Dish,Non-Veg,Main,Beef,8.5,Mild,1,6,2,2,10,3,6,1,4,2,3,7,1,,"beef, pork, lamb or veal, onions, spices, garlic, paprika, salt, oil, black pepper","Pljeskavica is a Serbian grilled patty made from spiced minced meat. It is one of the national dishes of Serbia and is often served with onions, lepinja, kajmak, ajvar, or urnebes."
Podvarak,Cabbage bake,Serbian,Nationwide,Main Dish,Cabbage Casserole,Pork Dish,Non-Veg,Main,Pork,6.5,Mild,1,6,3,2,9,3,5,1,5,2,3,6,1,,"fresh or sour cabbage, onions, pork or chicken, paprika, garlic, salt, oil, black pepper",Podvarak is a Serbian baked cabbage dish usually made with meat and either fresh cabbage or sauerkraut.
Pogača,Pogaca||Round Serbian bread,Serbian,Nationwide,Bread,Flatbread,Wheat Dish,Vegan,Side,Wheat,6.5,Low,1,4,1,1,3,1,4,1,3,3,4,5,1,,"wheat flour, yeast, water, salt, oil, onion, garlic, paprika, black pepper","Pogača is a round Serbian bread commonly broken and shared at the table. It is made from wheat flour dough and is a staple in homes, bakeries, and festive meals across Serbia."
Pogačice,Little pogacha||Mini bread rolls,Serbian,Nationwide,Bread,Bread Roll,Wheat Dish,Veg,Side,Wheat,4.5,Low,1,4,1,1,3,1,5,1,3,3,3,5,1,,"wheat flour, yeast, butter or oil, salt, onion, garlic, paprika, black pepper","Pogačice are small soft Serbian bread rolls, often served warm for breakfast or as a snack. They are usually made from enriched wheat dough."
Popara,Bread porridge,Serbian,Nationwide,Bread,Bread Porridge,Cheese Dish,Veg,Side,Cheese,5.2,Mild,1,4,1,4,5,3,6,1,4,3,3,5,2,,"stale bread, hot milk or water, kajmak or cheese, butter, onion, garlic, paprika, salt, oil, black pepper","Popara is a simple Serbian comfort dish made by soaking stale bread in hot liquid and mixing it with cheese, kajmak, or butter."
Požarevačka kobasica,Pozarevac sausage,Serbian,Požarevac,Main Dish,Sausage,Pork Dish,Non-Veg,Main,Pork,6.0,Mild,1,6,2,1,9,3,6,1,4,2,3,6,3,,"pork, paprika, garlic, salt, onion, oil, black pepper","Požarevačka kobasica is a Serbian regional sausage from Požarevac, typically seasoned and dried."
Prebranac,Serbian baked beans,Serbian,Nationwide,Main Dish,Bean Casserole,Beans Dish,Vegan,Main,Beans,7.0,Mild,1,6,2,1,8,3,5,2,5,2,3,6,1,,"beans, onions, paprika, oil, garlic, salt, black pepper","Prebranac is a traditional Serbian baked bean casserole, especially common during fasting periods and winter meals."
Proja,Projara||Proha||Razljevak,Serbian,Nationwide,Side Dish,Cornbread,Wheat Dish,Vegan,Side,Wheat,6.8,Low,1,4,1,1,3,1,4,1,3,3,4,5,1,,"corn flour, baking powder, sunflower oil, sparkling water, salt, onion, garlic, paprika, black pepper",Proja is a rustic Serbian cornbread traditionally made from corn flour and basic pantry ingredients. It is a well-known everyday food and is often served with dairy sides.
Pule cheese,Donkey milk cheese,Serbian,Zasavica / Serbia,Side Dish,Cheese,Cheese Dish,Veg,Side,Cheese,4.5,Low,1,4,1,1,4,1,5,1,3,2,2,5,2,,"donkey milk, salt, cultures, onion, garlic, paprika, oil, black pepper",Pule cheese is a rare Serbian cheese made from donkey milk and known for its very limited production.
Punjene paprike,Stuffed peppers,Serbian,Nationwide,Main Dish,Stuffed Vegetable,Rice Dish,Non-Veg,Main,Rice,7.0,Medium,1,6,2,2,9,5,5,2,6,2,3,7,1,,"bell peppers, minced meat, rice, onions, tomato sauce, garlic, paprika, salt, oil, black pepper","Punjene paprike are bell peppers stuffed with meat and rice, then simmered or baked in tomato-based sauce."
Punjene tikvice,Stuffed zucchini,Serbian,Nationwide,Main Dish,Stuffed Vegetable,Rice Dish,Non-Veg,Main,Rice,6.5,Mild,1,6,2,2,8,3,5,1,5,2,3,7,1,,"zucchini, minced meat, rice, onions, spices, garlic, paprika, salt, oil, black pepper",Punjene tikvice are Serbian stuffed zucchini prepared with savory meat-and-rice filling.
Ratluk,Turkish delight,Serbian,Nationwide,Dessert,Confection,Nuts Dessert,Vegan,Dessert,Nuts,5.5,Low,9,2,2,1,1,1,4,1,4,3,2,5,1,,"sugar, starch, flavoring, nuts optional, onion, garlic, paprika, salt, oil, black pepper","Ratluk is the Serbian name for Turkish delight, a soft confection often served with coffee or slatko."
Ražnjići,Skewers,Serbian,Nationwide,Main Dish,Grill,Vegetables Dish,Non-Veg,Main,Vegetables,6.5,Medium,1,6,2,2,8,5,5,1,4,2,3,7,1,,"meat cubes, onions, peppers, oil, garlic, paprika, salt, black pepper","Ražnjići are Serbian grilled skewers of meat, sometimes combined with vegetables."
Reforma torta,Reform cake,Serbian,Nationwide,Dessert,Cake,Egg Dish,Veg,Dessert,Egg,6.0,Low,9,2,2,2,1,1,8,2,5,3,2,5,1,,"walnuts, chocolate buttercream, eggs, sugar, orange, onion, garlic, paprika, salt, oil, black pepper",Reforma torta is a rich Serbian layer cake known for its chocolate buttercream and walnut base.
Riblja čorba,Fisherman's soup,Serbian,Panonian region / Vojvodina,Soup,Fish Soup,Fish Dish,Pescatarian,Soup,Fish,6.0,Mild,1,6,2,1,10,2,3,2,4,1,1,7,1,,"river fish, paprika, onions, tomatoes, broth, garlic, salt, oil, black pepper",Riblja čorba is a paprika-spiced fish soup especially associated with the Panonian region and riverine cooking in northern Serbia.
Ruska salata,Russian salad,Serbian,Nationwide,Salad,Mayonnaise Salad,Pork Dish,Non-Veg,Salad,Pork,4.5,Mild,2,4,4,1,4,2,6,2,3,6,1,5,3,,"potatoes, carrots, peas, pickles, eggs, ham, mayonnaise, onion, garlic, paprika, salt, oil","Ruska salata is a creamy festive salad in Serbia made from diced vegetables, eggs, and usually ham in mayonnaise."
Ruske kape,Russian hats,Serbian,Nationwide,Dessert,Cake,Milk Dish,Veg,Dessert,Milk,5.5,Low,9,2,2,4,1,1,6,1,5,2,2,5,1,,"cake layers, coconut, chocolate, vanilla cream, onion, garlic, paprika, salt, oil, black pepper",Ruske kape are round Serbian cake desserts coated with coconut and topped with chocolate.
Sarma,Stuffed cabbage rolls,Serbian,Nationwide,Main Dish,Stuffed Leaves,Rice Dish,Non-Veg,Main,Rice,8.0,Mild,1,7,3,2,9,3,5,1,5,2,3,7,3,,"pickled cabbage leaves, minced meat, rice, onions, spices, garlic, paprika, salt, oil, black pepper","Sarma is one of the best-known Serbian dishes, made by rolling cabbage leaves around a filling of minced meat and rice and slow-cooking them."
Sataraš,Sataras,Serbian,Nationwide,Main Dish,Vegetable Stew,Vegetables Dish,Vegan,Soup,Vegetables,5.5,Medium,1,6,2,2,8,5,5,2,5,2,3,7,1,,"bell peppers, tomatoes, onions, oil, garlic, paprika, bay leaf",Sataraš is a Serbian pepper-and-tomato vegetable stew served warm as a side or light main dish.
Serbian coffee,Domestic coffee,Serbian,Nationwide,Drink,Coffee,Beverage,Vegan,Drink,,6.2,Low,3,2,1,5,2,1,1,1,1,1,1,8,1,,"finely ground coffee, water, sugar optional, onion, garlic, paprika, salt, oil, black pepper","Serbian coffee is the traditional domestic coffee prepared in a džezva and served slowly, often with slatko or ratluk."
Sirnica,Pita sa sirom||Cheese pie,Serbian,Nationwide,Main Dish,Savory Pie,Cheese Dish,Veg,Main,Cheese,7.0,Low,1,4,1,1,5,1,7,1,5,2,2,6,2,,"phyllo dough, white cheese, eggs, oil, onion, garlic, paprika, salt, black pepper",Sirnica is Serbian cheese pie made from thin dough and white cheese filling. It is widely eaten for breakfast or as a snack.
Slatko,Fruit preserve,Serbian,Nationwide,Dessert,Preserve,Fruit Dessert,Vegan,Dessert,Fruit,6.5,Low,10,2,2,1,1,1,4,1,4,2,2,5,1,,"fruit or rose petals, sugar, onion, garlic, paprika, salt, oil, black pepper",Slatko is a Serbian fruit preserve traditionally offered to guests with a glass of water as a sign of hospitality.
Slavski kolač,Slava bread,Serbian,Nationwide,Bread,Ceremonial Bread,Wheat Dish,Vegan,Side,Wheat,5.5,Low,1,4,1,1,3,1,3,1,3,3,4,5,1,,"wheat flour, yeast, water, salt, decorative dough motifs, onion, garlic, paprika, oil, black pepper",Slavski kolač is the ceremonial bread prepared for a Serbian family's slava celebration and holds religious and symbolic importance.
Srem kulen,Kulen,Serbian,Srem / Vojvodina,Main Dish,Spicy Sausage,Pork Dish,Non-Veg,Main,Pork,6.8,Medium,1,7,2,1,9,6,6,1,4,2,3,6,3,,"pork, paprika, garlic, salt, onion, oil, black pepper","Srem kulen is a spicy cured sausage from Srem in Vojvodina, closely related to regional kulen traditions."
Sremska domaća kobasica,Srem sausage,Serbian,Srem / Vojvodina,Main Dish,Sausage,Pork Dish,Non-Veg,Main,Pork,6.5,Mild,1,7,2,1,9,3,6,1,4,2,3,6,3,,"pork, paprika, garlic, salt, onion, oil, black pepper","Sremska domaća kobasica is a traditional sausage from Srem in Vojvodina, seasoned with paprika and garlic."
Sremska salama,Srem salami,Serbian,Srem / Vojvodina,Main Dish,Salami,Beef Dish,Non-Veg,Main,Beef,6.0,Mild,1,7,2,1,9,3,6,1,4,2,3,6,3,,"pork, beef, spices, salt, onion, garlic, paprika, oil, black pepper","Sremska salama is a cured salami from Srem, reflecting the charcuterie traditions of Vojvodina."
Srpska kobasica,Serbian sausage,Serbian,Nationwide,Main Dish,Sausage,Beef Dish,Non-Veg,Main,Beef,6.5,Mild,1,7,2,1,9,3,6,1,4,2,3,6,3,,"pork, beef, paprika, garlic, salt, onion, oil, black pepper",Srpska kobasica is a general Serbian-style sausage commonly served grilled or cured.
Srpska salata,Serbian salad,Serbian,Nationwide,Salad,Fresh Salad,Vegetables Dish,Vegan,Salad,Vegetables,4.5,Mild,2,3,5,1,4,2,2,2,1,7,1,6,2,,"tomatoes, cucumbers, onions, oil, vinegar, garlic, paprika, salt, black pepper","Srpska salata is a simple Serbian chopped salad of tomatoes, cucumbers, and onions dressed with oil and vinegar."
Supa s jajima,Egg drop soup||Supa s dronjcima,Serbian,Nationwide,Soup,Egg Soup,Egg Dish,Veg,Soup,Egg,4.5,Mild,1,7,2,1,7,2,3,1,4,1,2,6,1,,"broth, eggs, flour bits or dumplings, salt, onion, garlic, paprika, oil, black pepper",Supa s jajima is a simple Serbian egg soup in which beaten egg or tiny dough pieces enrich a light broth.
Sutlijaš,Rice pudding,Serbian,Nationwide,Dessert,Pudding,Milk Dish,Veg,Dessert,Milk,5.5,Low,9,2,2,1,1,1,5,2,6,2,2,5,1,,"rice, milk, sugar, cinnamon, onion, garlic, paprika, salt, oil, black pepper",Sutlijaš is a simple Serbian rice pudding typically flavored with cinnamon.
Svadbarski kupus,Wedding cabbage,Serbian,Mrčajevci / Western Serbia,Main Dish,Slow-cooked Cabbage,Pork Dish,Non-Veg,Main,Pork,7.5,Mild,1,6,3,2,10,3,6,1,5,2,3,7,1,,"cabbage, pork or lamb, onions, spices, garlic, paprika, salt, oil, black pepper","Svadbarski kupus is a traditional Serbian cabbage-and-meat dish slowly cooked for hours, especially associated with weddings and large family celebrations."
Tarator,Tartar||Yogurt cucumber salad,Serbian,Nationwide,Salad,Yogurt Salad,Yogurt Dish,Veg,Salad,Yogurt,4.5,Mild,2,3,5,1,3,2,4,1,1,7,1,6,3,,"yogurt, cucumber, garlic, dill or herbs, onion, paprika, salt, oil, black pepper","Tarator in Serbian cuisine is a cool yogurt-and-cucumber salad or side, especially welcome in warm weather."
Teleća čorba,Veal soup,Serbian,Nationwide,Soup,Čorba,Beef Dish,Non-Veg,Soup,Beef,5.0,Mild,1,7,2,1,9,2,4,1,3,1,1,6,1,,"veal, stock, root vegetables, roux or egg, spices, onion, garlic, paprika, salt, oil, black pepper","Teleća čorba is a Serbian veal soup with a richer texture than a clear broth, often thickened and served as a lunch starter."
Tufahije,Stuffed apples,Serbian,Nationwide,Dessert,Fruit Dessert,Nuts Dessert,Vegan,Dessert,Nuts,6.0,Low,10,2,2,2,1,1,5,3,4,3,2,5,1,,"apples, walnuts, sugar syrup, onion, garlic, paprika, salt, oil, black pepper","Tufahije are sweet stuffed apples poached and filled with walnuts, reflecting Ottoman culinary influence."
Tulumbe,Tulumba,Serbian,Nationwide,Dessert,Syrup Dessert,Dessert,Vegan,Dessert,Bread/Wheat,5.5,Low,10,2,2,1,1,1,6,1,4,6,2,5,1,,"fried batter, sugar syrup, onion, garlic, paprika, salt, oil, black pepper","Tulumbe are fried dough pastries soaked in syrup, common in Serbian dessert assortments."
Urnebes,Urnebes salad,Serbian,Niš / Southern Serbia,Sauce/Condiment,Cheese Spread,Cheese Dish,Non-Veg,Appetizer,Cheese,7.0,Very Hot,1,5,1,1,6,9,5,1,3,2,2,6,2,,"white cheese, kajmak, hot chili peppers, garlic, salt, onion, paprika, oil, black pepper",Urnebes is a spicy Serbian cheese spread or salad especially associated with Niš and southern Serbia. It is served alongside grilled meat and can range from mildly warm to very hot.
Uštipci,Ustipci||Fritters,Serbian,Nationwide,Snack,Fried Dough,Egg Dish,Veg,Snack,Egg,5.5,Mild,1,4,3,1,4,3,7,1,2,7,2,5,3,,"wheat flour, eggs, yogurt or milk, baking powder, oil, onion, garlic, paprika, salt, black pepper","Uštipci are small Serbian fried dough fritters, airy inside and golden outside. They may be eaten plain or with savory dairy accompaniments."
Užička pršuta,Uzice prosciutto,Serbian,Užice / Western Serbia,Main Dish,Prosciutto,Beef Dish,Non-Veg,Main,Beef,6.5,Mild,1,7,2,1,10,3,6,1,4,2,3,6,3,,"cured pork or beef, salt, smoke, onion, garlic, paprika, oil, black pepper",Užička pršuta is a protected smoked cured meat specialty from the Užice region of western Serbia.
Užička slanina,Uzice bacon,Serbian,Užice / Western Serbia,Main Dish,Bacon,Pork Dish,Non-Veg,Main,Pork,6.5,Mild,1,7,2,1,9,3,7,1,4,2,3,6,3,,"pork belly, salt, smoke, onion, garlic, paprika, oil, black pepper",Užička slanina is a smoked bacon specialty from the Užice area of western Serbia.
Vanilice,Vanilla sandwich cookies,Serbian,Nationwide,Snack,Cookie,Mixed Dish,Veg,Snack,Bread/Wheat,5.5,Low,9,2,2,1,1,1,5,1,4,2,2,5,1,,"flour, butter, jam, powdered sugar, vanilla, onion, garlic, paprika, salt, oil, black pepper","Vanilice are delicate Serbian sandwich cookies, usually filled with jam and dusted with powdered sugar."
Vasina torta,Vasa's cake,Serbian,Nationwide,Dessert,Cake,Egg Dish,Veg,Dessert,Egg,6.0,Low,9,2,2,2,1,1,6,3,5,3,2,5,1,,"walnuts, chocolate, eggs, sugar, orange, onion, garlic, paprika, salt, oil, black pepper","Vasina torta is a well-known Serbian layered cake featuring walnuts and chocolate, often served on celebrations."
Vešalica,Grilled pork loin strips,Serbian,Nationwide,Main Dish,Grill,Pork Dish,Non-Veg,Main,Pork,6.5,Mild,1,6,2,2,9,3,6,1,4,2,3,6,1,,"pork loin, salt, spices, onion, garlic, paprika, oil, black pepper","Vešalica is a Serbian grilled pork dish made from strips of pork loin, commonly found on mixed grill platters."
Vranjanska pljeskavica,Vranje pljeskavica,Serbian,Vranje / Pčinja,Main Dish,Grill,Vegetables Dish,Non-Veg,Main,Vegetables,7.5,Hot,1,6,2,2,8,7,5,1,4,2,3,7,1,,"minced meat, chili, onions, spices, garlic, paprika, salt, oil, black pepper",Vranjanska pljeskavica is a spicy southern Serbian regional variation of pljeskavica associated with Vranje.
